max_R,min_certificate,worst_start,fail_windows,R_median,R_q90,R_q99,R_q999,model,trial,seed
99.7389840778236,-79.46666666666667,182279,21791,-0.8610159221764029,8.27231741115693,27.672317411156932,88.87231741115693,independent_square,20,8642352814767816782
175.87231741115693,-155.6,76532,19357,-0.7943492555097365,8.27231741115693,25.07231741115693,97.09838407781993,independent_square,21,16870189793694861261
92.47231741115694,-72.2,345859,19068,-0.9276825888430693,8.005650744490262,25.672317411156932,49.9389840778236,independent_square,22,8681747571449753125
105.5389840778236,-85.26666666666667,666965,22050,-0.8610159221764029,8.27231741115693,28.07231741115693,51.60565074449026,independent_square,23,7860091661239013041
99.5389840778236,-79.26666666666667,438541,19581,-1.0610159221764022,7.87231741115693,25.27231741115693,89.40565074449027,independent_square,24,11423400672835504822
172.7389840778236,-152.46666666666667,946191,19317,-1.1276825888430686,7.67231741115693,25.938984077823598,90.40565074449027,independent_square,25,16236339653217658223
69.67231741115693,-49.4,51208,20138,-1.1276825888430686,7.738984077823597,27.805650744490265,51.40565074449026,independent_square,26,12869327790998693949
55.5389840778236,-35.266666666666666,656290,18842,-0.7943492555097365,7.805650744490263,25.672317411156932,48.5389840778236,independent_square,27,9307313185570824525
61.27231741115693,-41.0,676668,22570,-0.9943492555097357,7.805650744490263,31.872317411156928,53.00565074449027,independent_square,28,7326665137890325103
99.00565074449027,-78.73333333333333,87869,17213,-0.9943492555097357,7.805650744490263,24.005650744490264,58.672317411156925,independent_square,29,9460286839201919682
110.3389840778236,-90.06666666666666,648360,19761,-0.9276825888430693,8.138984077823597,28.47231741115693,84.80565074449026,independent_square,30,5823974729352673706
97.67231741115694,-77.4,437342,19908,-0.8610159221764029,7.938984077823596,26.466317411159103,52.338984077823596,independent_square,31,1197906404156733684
99.07231741115693,-78.8,815921,16997,-0.8610159221764029,7.67231741115693,25.205650744490264,88.27231741115693,independent_square,32,987656070977910553
182.87231741115693,-162.6,806569,18875,-0.9943492555097357,8.005650744490262,26.872317411156928,85.47231741115694,independent_square,33,14807995973516257558
178.60565074449028,-158.33333333333334,397468,19426,-1.0610159221764022,8.138984077823597,26.538984077823596,90.27231741115693,independent_square,34,11035483966002043753
107.60565074449026,-87.33333333333333,280439,19426,-0.9276825888430693,8.07231741115693,24.738984077823595,57.472317411156936,independent_square,35,908277930378458596
