n,K,event,old_best_r,new_best_r,best_ratio,best_margin,exact_holes,max_depth
110142,5,best_r_change,3,2,0.932450836193,7440,9484,8
110143,5,best_r_change,2,3,0.932639084342,7419.33333333,9469,8
110146,5,best_r_change,3,2,0.931736059412,7519,9504,8
110149,5,best_r_change,2,3,0.93368739919,7304.26666667,9374,8
110151,5,best_r_change,3,2,0.93166653049,7527,9545,8
110152,5,best_r_change,2,3,0.933105768998,7368.53333333,9414,8
110153,5,best_r_change,3,2,0.931604223217,7534,9569,8
110154,5,best_r_change,2,3,0.932634917177,7420.53333333,9474,8
110158,5,best_r_change,3,2,0.931571016177,7538,9541,8
110160,5,best_r_change,2,3,0.931669087388,7527.33333333,9584,8
110162,5,best_r_change,3,2,0.932562952742,7429,9471,8
110163,5,best_r_change,2,3,0.930885445507,7613.86666667,9658,8
110165,5,best_r_change,3,2,0.931457359415,7551,9579,8
110166,5,best_r_change,2,3,0.932616233684,7423.4,9478,8
110167,5,best_r_change,3,2,0.932910944294,7391,9418,8
110168,5,best_r_change,2,3,0.93252426597,7433.66666667,9478,8
110171,5,best_r_change,3,2,0.932695536938,7415,9442,8
110172,5,best_r_change,2,3,0.932809909354,7402.46666667,9448,8
110173,5,best_r_change,3,2,0.931825401868,7511,9535,8
110174,5,best_r_change,2,3,0.932365167825,7451.6,9504,8
110176,5,best_r_change,3,2,0.931736494336,7521,9550,8
110178,5,best_r_change,2,3,0.93311852941,7368.86666667,9423,8
110181,5,best_r_change,3,2,0.9324021383,7448,9503,8
110182,5,best_r_change,2,3,0.933041089591,7377.66666667,9426,8
110183,5,best_r_change,3,2,0.931786210214,7516,9503,8
110184,5,best_r_change,2,3,0.9320548658,7486.46666667,9539,8
110186,5,best_r_change,3,2,0.931052946835,7597,9590,8
110188,5,best_r_change,2,3,0.932470565458,7440.93333333,9497,8
110189,5,best_r_change,3,2,0.931907903693,7503,9515,8
110190,5,best_r_change,2,3,0.93245787579,7442.46666667,9491,8
110195,5,best_r_change,3,2,0.933218385589,7359,9407,8
110196,5,best_r_change,2,3,0.93252507653,7435.46666667,9491,8
110198,5,best_r_change,3,2,0.932058658052,7487,9511,8
110202,5,best_r_change,2,3,0.931817329389,7513.86666667,9571,8
110204,5,best_r_change,3,2,0.932379949911,7452,9497,7
110205,5,best_r_change,2,3,0.932751387566,7411.13333333,9461,7
110207,5,best_r_change,3,2,0.931556071756,7543,9500,8
110209,5,best_r_change,2,3,0.933053864324,7378.06666667,9444,8
110211,5,best_r_change,3,2,0.932193701173,7473,9490,7
110212,5,best_r_change,2,3,0.93177693899,7519,9574,8
110213,5,best_r_change,3,2,0.932076978215,7486,9553,8
110215,5,best_r_change,2,3,0.932420571912,7448.26666667,9506,8
110217,5,best_r_change,3,2,0.931888910059,7507,9548,8
110218,5,best_r_change,2,3,0.9322929709,7462.53333333,9511,8
110219,5,best_r_change,3,2,0.931173391158,7586,9580,8
110220,5,best_r_change,2,3,0.933197846731,7362.93333333,9411,8
110223,5,best_r_change,3,2,0.932672854123,7421,9478,8
110225,5,best_r_change,2,3,0.931629545626,7536.13333333,9584,8
110228,5,best_r_change,3,2,0.9313967413,7562,9601,8
110231,5,best_r_change,2,3,0.931433081438,7558.2,9605,8
110232,5,best_r_change,3,2,0.931880034836,7509,9545,8
110234,5,best_r_change,2,3,0.932190915084,7474.86666667,9526,8
110237,5,best_r_change,3,2,0.932481834593,7443,9467,8
110238,5,best_r_change,2,3,0.93353834431,7326.6,9378,7
110240,5,best_r_change,3,2,0.93229317852,7464,9503,8
110243,5,best_r_change,2,3,0.933485723961,7332.73333333,9377,8
110244,5,best_r_change,3,2,0.931751387831,7524,9557,8
110245,5,best_r_change,2,3,0.932058596762,7490.2,9537,8
110246,5,best_r_change,3,2,0.931988462166,7498,9528,8
110247,5,best_r_change,2,3,0.932692348393,7420.46666667,9474,8
110249,5,best_r_change,3,2,0.931437019837,7559,9570,8
110250,5,best_r_change,2,3,0.932096145125,7486.4,9551,8
110252,5,best_r_change,3,2,0.932518230962,7440,9477,8
110253,5,best_r_change,2,3,0.931831333388,7515.8,9567,8
110255,5,best_r_change,3,2,0.932293320031,7465,9494,8
110257,5,best_r_change,2,3,0.932712359911,7418.93333333,9483,8
110261,5,best_r_change,3,2,0.93324022093,7361,9392,8
110263,5,best_r_change,2,3,0.932355670835,7458.66666667,9512,8
110266,5,best_r_change,3,2,0.931891970326,7510,9543,8
110267,5,best_r_change,2,3,0.932422211541,7451.6,9512,8
110269,5,best_r_change,3,2,0.931757792308,7525,9560,8
110270,5,best_r_change,2,3,0.933021371784,7385.73333333,9436,8
110271,5,best_r_change,3,2,0.932176184128,7479,9501,7
110272,5,best_r_change,2,3,0.932180426582,7478.6,9541,8
110273,5,best_r_change,3,2,0.932277166668,7468,9502,8
110274,5,best_r_change,2,3,0.932042004462,7494,9541,8
110277,5,best_r_change,3,2,0.93261514187,7431,9465,8
110278,5,best_r_change,2,3,0.932825525792,7407.86666667,9462,8
110279,5,best_r_change,3,2,0.932117628923,7486,9508,8
110280,5,best_r_change,2,3,0.932423527989,7452.33333333,9509,7
110284,5,best_r_change,3,2,0.932156976533,7482,9516,8
110285,5,best_r_change,2,3,0.933812697405,7299.46666667,9358,8
110286,5,best_r_change,3,2,0.93145095479,7560,9566,7
110287,5,best_r_change,2,3,0.933706904108,7311.26666667,9362,8
110289,5,best_r_change,3,2,0.932831016693,7408,9444,8
110290,5,best_r_change,2,3,0.932952519116,7394.66666667,9462,8
110292,5,best_r_change,3,2,0.932143763827,7484,9520,8
110293,5,best_r_change,2,3,0.931645102893,7539.06666667,9585,8
110294,5,best_r_change,3,2,0.931800460587,7522,9554,8
110295,5,best_r_change,2,3,0.933526754008,7331.66666667,9383,8
110297,5,best_r_change,3,2,0.932128707036,7486,9508,8
110298,5,best_r_change,2,3,0.933147170997,7373.73333333,9420,8
110299,5,best_r_change,3,2,0.931712889509,7532,9563,8
110300,5,best_r_change,2,3,0.931780598368,7524.6,9580,8
110302,5,best_r_change,3,2,0.932449094305,7451,9497,8
110305,5,best_r_change,2,3,0.932703564359,7423.13333333,9491,8
110307,5,best_r_change,3,2,0.931917285394,7510,9563,8
110308,5,best_r_change,2,3,0.934026543859,7277.4,9339,8
110309,5,best_r_change,3,2,0.932335530192,7464,9503,8
110310,5,best_r_change,2,3,0.932226754903,7476.06666667,9529,8
110312,5,best_r_change,3,2,0.932464283124,7450,9487,8
110314,5,best_r_change,2,3,0.932693342036,7424.86666667,9484,8
110317,5,best_r_change,3,2,0.932431084964,7454,9465,8
110318,5,best_r_change,2,3,0.931989944222,7502.73333333,9558,8
110322,5,best_r_change,3,2,0.933086782328,7382,9427,8
110323,5,best_r_change,2,3,0.931939849351,7508.6,9562,8
110324,5,best_r_change,3,2,0.932489757442,7448,9439,8
110325,5,best_r_change,2,3,0.933274114359,7361.53333333,9408,8
110327,5,best_r_change,3,2,0.931893371523,7514,9534,8
110328,5,best_r_change,2,3,0.932576197037,7438.73333333,9496,8
110333,5,best_r_change,3,2,0.931915202161,7512,9538,8
110334,5,best_r_change,2,3,0.932593156537,7437.26666667,9493,8
110337,5,best_r_change,3,2,0.931401071263,7569,9630,8
110340,5,best_r_change,2,3,0.932929128149,7400.6,9449,8
110341,5,best_r_change,3,2,0.932536409857,7444,9453,7
110342,5,best_r_change,2,3,0.933343000248,7355.06666667,9415,8
110343,5,best_r_change,3,2,0.931758244746,7530,9581,8
110344,5,best_r_change,2,3,0.933665023321,7319.66666667,9365,8
110346,5,best_r_change,3,2,0.932729777246,7423,9480,8
110347,5,best_r_change,2,3,0.932879008945,7406.6,9459,8
110348,5,best_r_change,3,2,0.932441004821,7455,9446,7
110349,5,best_r_change,2,3,0.933208275562,7370.4,9431,8
110352,5,best_r_change,3,2,0.932370958388,7463,9498,8
110354,5,best_r_change,2,3,0.933022817478,7391.2,9453,8
110356,5,best_r_change,3,2,0.932427779187,7457,9514,8
110359,5,best_r_change,2,3,0.931961447035,7508.66666667,9559,8
110360,5,best_r_change,3,2,0.932765494744,7420,9449,8
110361,5,best_r_change,2,3,0.932372849104,7463.4,9536,8
110364,5,best_r_change,3,2,0.93164437679,7544,9585,8
110365,5,best_r_change,2,3,0.931988704148,7506.06666667,9565,8
110366,5,best_r_change,3,2,0.932116775094,7492,9496,8
110367,5,best_r_change,2,3,0.932511227692,7448.53333333,9501,8
110371,5,best_r_change,3,2,0.93191146225,7515,9550,7
110372,5,best_r_change,2,3,0.932871259619,7409.13333333,9460,8
110374,5,best_r_change,3,2,0.932293837317,7473,9509,8
110377,5,best_r_change,2,3,0.932574721183,7442.2,9489,8
110380,5,best_r_change,3,2,0.93179017938,7529,9559,8
110381,5,best_r_change,2,3,0.932422548567,7459.26666667,9502,8
110383,5,best_r_change,3,2,0.932851979019,7412,9463,8
110384,5,best_r_change,2,3,0.932693747886,7429.53333333,9488,8
110388,5,best_r_change,3,2,0.931949124905,7512,9554,8
110390,5,best_r_change,2,3,0.932834495878,7414.4,9467,8
110391,5,best_r_change,3,2,0.932494496834,7452,9467,8
110393,5,best_r_change,2,3,0.932832697725,7414.8,9474,8
110402,5,best_r_change,3,2,0.932157026141,7490,9514,8
110403,5,best_r_change,2,3,0.932731900401,7426.6,9475,8
110405,5,best_r_change,3,2,0.932584574974,7443,9487,8
110406,5,best_r_change,2,3,0.931703590988,7540.33333333,9600,8
110408,5,best_r_change,3,2,0.931988624013,7509,9544,7
110409,5,best_r_change,2,3,0.93288590604,7410,9458,8
110411,5,best_r_change,3,2,0.9331044914,7386,9431,8
110413,5,best_r_change,2,3,0.931438025112,7570.13333333,9633,8
110414,5,best_r_change,3,2,0.932137228975,7493,9522,8
110416,5,best_r_change,2,3,0.932468724339,7456.53333333,9516,8
110417,5,best_r_change,3,2,0.932120959635,7495,9542,8
110418,5,best_r_change,2,3,0.932768811848,7423.53333333,9473,8
110419,5,best_r_change,3,2,0.932348599426,7470,9487,7
110420,5,best_r_change,2,3,0.932296081628,7475.86666667,9532,8
110421,5,best_r_change,3,2,0.932232093533,7483,9521,8
110422,5,best_r_change,2,3,0.93236915349,7467.93333333,9525,8
110423,5,best_r_change,3,2,0.932079367523,7500,9520,8
110424,5,best_r_change,2,3,0.931525151537,7561.26666667,9616,8
110426,5,best_r_change,3,2,0.93281473566,7419,9470,8
110428,5,best_r_change,2,3,0.933259680516,7370,9422,8
110429,5,best_r_change,3,2,0.932227947369,7484,9518,8
110430,5,best_r_change,2,3,0.931766730055,7535,9593,8
110432,5,best_r_change,3,2,0.932166401043,7491,9515,8
110433,5,best_r_change,2,3,0.933409397553,7353.8,9409,8
110438,5,best_r_change,3,2,0.931789782502,7533,9581,8
110439,5,best_r_change,2,3,0.933041769665,7394.8,9462,8
110443,5,best_r_change,3,2,0.933169146075,7381,9421,8
110445,5,best_r_change,2,3,0.932652451446,7438.2,9497,8
110449,5,best_r_change,3,2,0.932158733895,7493,9533,8
110450,5,best_r_change,2,3,0.932674211559,7436.13333333,9483,8
110452,5,best_r_change,3,2,0.932866765654,7415,9457,8
110453,5,best_r_change,2,3,0.933096731943,7389.66666667,9452,8
110456,5,best_r_change,3,2,0.932787716376,7424,9460,8
110457,5,best_r_change,2,3,0.932280133144,7480.13333333,9543,8
110466,5,best_r_change,3,2,0.93137254902,7581,9598,8
110467,5,best_r_change,2,3,0.932411791153,7466.26666667,9537,8
110469,5,best_r_change,3,2,0.932967619875,7405,9462,8
110470,5,best_r_change,2,3,0.932390694306,7468.8,9518,8
110471,5,best_r_change,3,2,0.9337654226,7317,9385,8
110473,5,best_r_change,2,3,0.931771564093,7537.4,9592,8
110475,5,best_r_change,3,2,0.932627291242,7443,9493,8
110476,5,best_r_change,2,3,0.931872382539,7526.46666667,9592,8
110477,5,best_r_change,3,2,0.932528942676,7454,9512,8
110479,5,best_r_change,2,3,0.931296143762,7590.33333333,9646,8
110482,5,best_r_change,3,2,0.932975507322,7405,9420,8
110484,5,best_r_change,2,3,0.93183447377,7531.2,9594,8
110485,5,best_r_change,3,2,0.933067837263,7395,9419,8
110486,5,best_r_change,2,3,0.934192567384,7270.8,9328,8
110489,5,best_r_change,3,2,0.932644878676,7442,9454,8
110490,5,best_r_change,2,3,0.932781850545,7426.93333333,9482,8
110495,5,best_r_change,3,2,0.932422281551,7467,9508,8
110496,5,best_r_change,2,3,0.932106139589,7502,9563,8
110497,5,best_r_change,3,2,0.932586405061,7449,9483,8
110498,5,best_r_change,2,3,0.931765884149,7539.73333333,9598,8
110500,5,best_r_change,3,2,0.931701357466,7547,9568,8
110501,5,best_r_change,2,3,0.932864559295,7418.53333333,9481,8
110504,5,best_r_change,3,2,0.93235538985,7475,9515,8
110506,5,best_r_change,2,3,0.931343094493,7587,9662,8
110508,5,best_r_change,3,2,0.932484526007,7461,9510,8
110512,5,best_r_change,2,3,0.933215095797,7380.53333333,9461,8
110513,5,best_r_change,3,2,0.931383638124,7583,9606,8
110514,5,best_r_change,2,3,0.932894173287,7416.13333333,9468,8
110518,5,best_r_change,3,2,0.932092509817,7505,9546,8
110519,5,best_r_change,2,3,0.932802504547,7426.6,9482,8
110520,5,best_r_change,3,2,0.932627578719,7446,9486,8
110523,5,best_r_change,2,3,0.931969514641,7518.93333333,9593,8
110524,5,best_r_change,3,2,0.931553327784,7565,9600,8
110527,5,best_r_change,2,3,0.933488348247,7351.33333333,9426,8
110528,5,best_r_change,3,2,0.931917704111,7525,9572,8
110530,5,best_r_change,2,3,0.931870683676,7530.33333333,9589,8
110535,5,best_r_change,3,2,0.932247704347,7489,9495,8
110536,5,best_r_change,2,3,0.932622855902,7447.6,9515,8
110538,5,best_r_change,3,2,0.932294776457,7484,9513,8
110539,5,best_r_change,2,3,0.932945536568,7412.13333333,9479,8
110541,5,best_r_change,3,2,0.932622284944,7448,9472,8
110542,5,best_r_change,2,3,0.93337253412,7365.13333333,9431,8
110543,5,best_r_change,3,2,0.932162145048,7499,9557,8
110544,5,best_r_change,2,3,0.931740000965,7545.73333333,9611,8
110545,5,best_r_change,3,2,0.932525215975,7459,9499,8
